,Year,Month,Last Name (1st Author),Paper Title,Process,CW Performance,Frequency (GHz),Psat (dBm),PAEmax (%),PA Efficiency Note,P1dB (dBm),PAE_1dB (%),Gain (dB),RF PA Modulations,EVM (dB),Modulation Speed (Msym/s),Average Pout (dBm),Average PAE (%),RF PA Note (Modulation Type),RF PA Note (Analog PA or Digital PA),Process node
335,2009,12,Lee,A 18 GHz Broadband Stacked FET Power Amplifier Using 130 nm Metamorphic HEMTs,GaAs,,18.0,26.4,33,PAE,24.5,30*,21.2,,,,,,,,GaAs mHEMT (130nm)
336,2011,6,Park,X-to-K band Broadband Watt-level Power Amplifier Using Stacked-FET Unit Cells,GaAs,,18.0,33.7,29.5,PAE,33,28.5,14,,,,,,,,GaAs pHEMT (150nm)
337,2011,6,Park,X-to-K band broadband watt-level power amplifier using stacked-FET unit cells,GaAs,,18.0,33.7,29.5,PAE,,,,,,,,,,,GaAs
338,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,18.0,19.5,20,PAE,,,5,,,,,,,Analog,PIH1-10 GaAs pHEMT
339,2001,11,Takagi,MMIC Development for Millimeter-Wave Space Application,GaAs,,19.0,24.6,50,PAE,,,17,,,,,,,,GaAs_pHEMT(200nm)
340,2007,6,Lefebvre,A K-band low cost plastic packaged high linearity Power Amplifier with integrated ESD protection for Multi-band Telecom applications,GaAs,,19.0,30.5,,,,,19,,,,,,,,GaAs pHEMT(150nm)
341,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,19.0,20.0,23,PAE,,,5,,,,,,,Analog,PIH1-10 GaAs pHEMT
342,2004,4,Forestier,Joint Optimization of the Power-Added Efficiency and the Error-Vector Measurement of 20-GHz pHEMT Amplifier Through a New Dynamic Bias-Control Method,GaAs,,19.8,,,,,,6,,,,18.3,26,16QAM,,GaAs_pHEMT(150nm)
343,1989,6,Auricchio, A 12 watt 20 GHz FET power amplifier,GaAs,,20.0,40.79,15.5,PAE,,,,,,,,,,,GaAs
344,2000,9,Xuejun, A 2-26 GHz MMIC power amplifier with low noise figure,GaAs,,20.0,24.47,,,,,7,,,,,,,,GaAs
345,2000,6,McCarroll,A 2OGHz Doherty Power Amplifier MMIC with High Efficiency and Low Distortion Designed for Broad Band Digital Communication Systems,GaAs,,20.0,,,PAE,23,38.5,8,,,,,,,,GaAs_pHEMT(150nm)
346,2000,6,Mccarroll, A 20 GHz Doherty power amplifier MMIC with high efficiency and low distortion designed for broad band digital communication systems,GaAs,,20.0,,38.5,PAE,,,8,,,,,,,,GaAs
347,2005,12,Chuang,A broadband medium power amplifier for millimeter-wave applications,GaAs,,20.0,23.3,13,PAE,21,,16.3,,,,,,,,GaAs
348,2006,6,Chuang,A Miniature 15-50-GHz Medium Power Amplifier,GaAs,,20.0,20.0,,,15,,21,,,,,,,,GaAs (150nm)
349,2012,1,Huang,"A 17-35 GHz Broadband, High Efficiency PHEMT Power Amplifier Using Synthesized Transformer Matching Technique",GaAs,,20.0,23.7,19.5,PAE,22,16.3,,,,,,,,,GaAsHEMT
350,2018,3,Bondarev, A line of 4–40 GHz GaAs low noise medium power amplifiers for SDH relay stations,GaAs,,20.0,,,,12,,27,,,,,,,,0.15um GaAs pHEMT
351,2020,7,Martin,An 18-38-GHz K-/Ka-Band Reconfigurable Chireix Outphasing GaAs MMIC Power Amplifier,GaAs,,20.0,21.0,25,PAE,,,16,100MHz 7.3dB- PAPR,,,14.3,15.4,LTE,,100nm GaAs
352,2020,7,Martin,An 18-38-GHz K-/Ka-Band Reconfigurable Chireix Outphasing GaAs MMIC Power Amplifier,GaAs,,20.0,21.0,25,PAE,,,16,200 MHz 7.3dB- PAPR,,,14.3,15.3,LTE,,100nm GaAs
353,2006,9,Bessemoulin,Compact K-band Watt-level GaAs PHEMT Power Amplifier MMIC with integrated ESD Protection,GaAs,,20.0,31.0,,,28,,18,,,,,,,,0.15um GaAs pHEMT
354,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,20.0,20.7,25,PAE,,,5,,,,,,,Analog,PIH1-10 GaAs pHEMT
355,2000,12,Uhm, A gain-variable Ka-band SSPA using MMIC technology,GaAs,,20.655,43.15,17.3,PAE,,,58.16,,,,,,,,GaAs
356,2000,12,Uhm, A gain-variable Ka-band SSPA using MMIC technology,GaAs,,20.665,37.78,5.9,PAE,,,56.1,,,,,,,,GaAs
357,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,21.0,20.7,26,PAE,,,5.5,,,,,,,Analog,PIH1-10 GaAs pHEMT
358,2022,6,Mullins,A Ku/K/Ka-Band GaAs MMIC Load-Modulated Amplifier with a Negative Group Delay Output Network,GaAs,16-28,21.0,27.0,22,PAE,24,20,14,,,,,,,,0.15 um GaAs pHEMT
359,2014,6,Fersch,"A 2-watt, 0.15-µm GaAs pHEMT stacked amplifier at 22 GHz",GaAs,,22.0,33.0,22.5,PAE,32.3,,9.4,,,,,,,,GaAs pHEMT
360,2020,4,Dang,An Ultra-Wideband Power Combining in Ridge Waveguide for Millimeter Wave,GaAs,18-40,22.0,35.5,13,PAE,,,15,,,,,,,,
361,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,22.0,20.7,27.2,PAE,,,6,,,,8,1.2,100-MHz LTE-like signal,Analog,PIH1-10 GaAs pHEMT
362,2014,4,Camarchia,A K-band GaAs MMIC Doherty power amplifier for point-to-point microwave backhaul applications,GaAs,,22.4,32.5,32,PAE,,,10,,,,,,,,GaAs
363,2004,11,Negra,Switched-mode High-efficiency Ka-band MMIC Power Amplifier in GaAs pHEMT Technology,GaAs,,23.0,19.1,42,PAE,,,10.3,,,,,,,,GaAs
364,2002,6,Schellenberg," A broadband, push-pull power MMIC operating at K/Ka-band frequencies",GaAs,,23.0,27.0,28,PAE,27,,18,,,,,,,,GaAs
365,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaAs,17.4-23.3,23.0,20.0,26,PAE,,,6,,,,,,,Analog,PIH1-10 GaAs pHEMT
366,2006,6,Chuang, A miniature 15-50-GHz medium power amplifier,GaAs,,24.0,22.0,,,18,,22.5,,,,,,,,0.15um  GaAs pHEMT
367,2008,12,Luo, 24-GHz MMIC development using 0.15-µm GaAs PHEMT process for automotive radar applications,GaAs,,24.0,23.0,32,PAE,20,,20,,,,,,,,0.15um  GaAs pHEMT
368,2012,1,Huang," A 17–35 GHz Broadband, High Efficiency PHEMT Power Amplifier Using Synthesized Transformer Matching Technique",GaAs,,24.0,23.5,40,PAE,22,32,12,,,,,,,,0.15um GaAs pHEMT
369,2014,11,Quaglia,K-Band GaAs MMIC Doherty Power Amplifier for Microwave Radio With Optimized Driver,GaAs,,24.0,30.9,38,PAE,,,12.5,,,,,,,,0.15um GaAs pHEMT
370,2015,10,Welp, A 24GHz signal generator with 30.8 dBm output power based on a power amplifier with 24.7 dBm output power and 31% PAE in SiGe,GaAs,,24.0,31.0,13,PAE,,,20.7,,,,,,,,GaAs
371,2020,7,Martin,An 18-38-GHz K-Ka-Band Reconfigurable Chireix Outphasing GaAs MMIC Power Amplifier,GaAs,28/32/36,24.0,22.0,30,PAE,20,,17,LTE,,100,14.3,15.4,100 MHz,,100nm GaAs
372,2021,5,Ramella,Watt-Level 21–25-GHz Integrated Doherty Power Amplifier in GaAs Technology,GaAs,21-25,24.0,30.2,37,PAE,,,10,,,,22.9,20,256QAM (28MHz),,
373,2001,10,Lai,Extremely High P I dB MMlC amplifiers for Ka-band applications,GaAs,,25.0,31.0,27,PAE,30.5,27,14,,,,,,,,GaAs
374,2022,6,Mullins,A Ku/K/Ka-Band GaAs MMIC Load-Modulated Amplifier with a Negative Group Delay Output Network,GaAs,16-28,25.0,27.0,41,PAE,26.5,40,12,,,,,,,,0.15 um GaAs pHEMT
375,2017,11,Lin,A Ka-Band 25-dBm Output Power High Efficiency Monolithic Doherty Power Amplifier in 0.15um GaAs E-mode pHEMT Process,GaAs,,25.8,25.1,16.5,PAE,,,7,,,,,,,,0.15um E-mode GaAs
376,1988,5,Schindler, A K/Ka-band distributed power amplifier with capacitive drain coupling,GaAs,,26.0,,,,23.5,,5,,,,,,,,GaAs
377,1996,11,Murakami,A 3.6-W 26 GHz-band AlGaAs/GaAs HBT Power Amplifier,GaAs,,26.0,25.6,21.2,PAE,,,6.2,,,,,,,,GaAs
378,2017,5,Lv,A Millimeter-Wave sequential Power Amplifier,GaAs,,26.0,24.4,18.6,PAE,,,19,,,,,,,,GaAs
379,2013,6,Curtis," A Ka-Band doherty power amplifier with 25.1 dBm output power, 38% peak PAE and 27% back-off PAE",GaAs,,26.4,25.3,38,PAE,25.1,,10.3,,,,,,,,0.15um GaAs pHEMT
380,1995,6,Kalayci, A miniaturized Ka-band MMIC high-gain medium power amplifier in coplanar line technique by using a conventional 0.5um MESFET technology,GaAs,,26.5,,,,23,,7,,,,,,,,GaAs
381,2016,7,Curtis," Ka-band doherty power amplifier with 26.9 dBm output power, 42% peak PAE and 32% back-off PAE using GaAs PHEMTS",GaAs,,26.6,,42,PAE,26.9,,10.5,,,,,,,,GaAs pHEMT WIN Semiconductor PP10-10 process
382,2005,10,Heijningen, Ka-band AlGaN/GaN HEMT high power and driver amplifier MMICs,GaAs,,27.0,34.1,,,,,10.7,,,,,,,,GaAs
383,2011,9,Taghian,Nonlinear analysis and design of a mm-wave wideband Doherty power amplifier,GaAs,,27.0,23.0,35,PAE,,,15,,,,,,,,GaAs
384,2017,6,Ngyugen,A Compact 29% PAE at 6 dB Power Back-off E-mode GaAs pHEMT MMIC Doherty Power Amplifier at Ka-Band,GaAs,,27.0,26.0,40,PAE,,,,,,,,,,,0.15um E-mode GaAs
385,2018,5,Wang,A K-band Power Amplifier in a 0.15um GaAs pHEMT Process,GaAs,,27.0,31.0,27.3,PAE,,,21.3,,,,,,,,0.15um GaAs pHEMT
386,2021,8,Chuang,An Efficient and Linear 24.4dBm Ka-Band GaAs Power Amplifier for 5G Communication,GaAs,25-31,27.0,24.4,43.4,PAE,24.1,35,21.2,,-30.5,,21.3,21.5,64-QAM (100MHz),,0.15 um GaAs pHEMT
387,1989,6,Oda,Ka-band monolithic GaAs two-stage power amplifier,GaAs,,28.0,,,PAE,27.48,15,7.2,,,,,,,,GaAs
388,1998,12,Siddiqui,A high-power and high-efficiency monolithic power amplifier at 28 GHz for LMDS applications,GaAs,,28.0,30.0,43,PAE,,,16,,,,,,,,GaAs
389,2000,9,Matsunaga,A CW 4 Watt Ka-Band Power Amplifier Utilizing MMIC Multi-Chip Technology,GaAs,,28.0,34.77,30,PAE,,,,,,,,,,,GaAs
390,2000,9,Matsunaga,A CW 4 Watt Ka-Band Power Amplifier Utilizing MMIC Multi-Chip Technology,GaAs,,28.0,,20,PAE,36,17.4,,,,,,,,,GaAs
391,2003,6,Colomb,2 and 4 watt Ka-band GaAs PHEMT power amplifier MMICs,GaAs,,28.0,36.0,28,PAE,,,22,,,,,,,,GaAs
392,2005,10,Heijningen, Ka-band AlGaN/GaN HEMT high power and driver amplifier MMICs,GaAs,,28.0,28.6,,,,,14,,,,,,,,GaAs
393,2016,7,Ngyugen, An Ultra Compact Watt-Level Ka-Band Stacked-FET Power Amplifier,GaAs,,28.0,31.5,33,PAE,29.5,,16.7,,,,,,,,0.15um GaAs
394,2016,6,Curtis, A Fully Integrated Ka-Band Front End for 5G Transceiver,GaAs,,28.0,25.0,35,PAE,,,21.7,,,,,,,,0.15um GaAs pHEMT
395,2017,6,Ngyugen,A Ka-band Asymmetrical Stacked-FET MMIC Doherty Power Amplifier,GaAs,,28.0,,37,PAE,28.2,,,,,,,,,,0.15um E-mode GaAs
396,2018,6,Ngyugen, A 28-GHz Symmetrical Doherty Power Amplifier Using Stacked-FET Cells,GaAs,,28.0,28.7,37,PAE,,,14.4,,,,,,,,E-mode 0.15-μm GaAs
397,2019,1,Nguyen,A Compact Ka-Band Integrated Doherty Amplifier With Reconfigurable Input Network,GaAs,,28.0,26.5,42,PAE,,,11.8,,,,19.5,29.5,20 MHz 64QAM,,
398,2018,10,Ming,A 28-GHz Two-Stage Power Amplifier with a Shunt Built-in Linearizer Using 0.1-μm GaAs pHEMT Process,GaAs,,28.0,23.3,,PAE,22.2,28.1,,,,,,,,,0.1um pHEMT
399,2020,7,Martin,An 18-38-GHz K-/Ka-Band Reconfigurable Chireix Outphasing GaAs MMIC Power Amplifier,GaAs,28 GHz,28.0,24.0,31,PAE,,,18.5,,,,,,,,100nm GaAs
400,2021,1,Estrada,Power Amplifiers With Frequency-Selective Matching Networks,GaAs,27.5-28.5,28.0,23.0,30,PAE,,,8,,,,,,,Analog,150-nm GaAs PIH1-10 E-mode HEMT
401,2021,1,Zhao,"A High-Linear Ka-Band Power Amplifier with
Diode-Based Analogue Predistortion",GaAs,28,28.0,28.0,38,PAE,27,,23,,,,20.6,10,256QAM (100MHz),,0.1um GaAs
402,2021,8,Huang,A 28/39 GHz Dual-Band Power Amplifier Using Optimal Matching Contour in GaAs pHEMT,GaAs,28-39,28.0,21.9,28.9,PAE,21.8,28,20,,,,,,,,0.15 um GaAs pHEMT
403,2003,6,Chen, A balanced 2 watt compact PHEMT power amplifier MMIC for Ka-band applications,GaAs,,29.0,33.1,24,PAE,,,18,,,,,,,,GaAs
404,2017,1,Alsuraisry,Ka-Band up-link CMOS/GaAs Power Amplifier Design for Satellite-based Wireless Sensor,GaAs,,29.0,26.5,25.7,PAE,26,,16.3,,,,,,,,150nm GaAs pHEMT
405,2019,7,Lv,A Compact Ka/Q Dual-Band GaAs MMIC Doherty Power Amplifier With Simplified Offset Lines for 5G Applications,GaAs,,29.0,25.4,33,PAE,,,16,,-36.48,,,,20 MHz 64AQM,,0.1 um GaAs
406,2021,8,Fe,A 0.5-W 26-31 GHz Power Amplifier Using Pre-matching Technique in 0.15-μm pHEMT Process,GaAs,26-31,29.0,28.0,10,PAE,26,8,10,,,,,,,,0.15 um GaAs pHEMT
407,2021,11,Xie,A High-Efficiency 28 GHz/39 GHz Dual-Band Power Amplifier MMIC for 5G Communication,GaAs,28-39,29.6,23.8,49,PAE,22.5,48.6,19.1,,-32.04,1000,16.08,,64-QAM,,0.09 um GaAs pHEMT
408,2017,11,Chen,Energy efficient doherty power amplifier MMIC and beamforming oriented digital predistortion for 5G massive MIMO application,GaAs,,29.8,26.8,38,PAE,,,14,,,,,,,,GaAs
409,1999,6,Siddiqui, A high power broadband monolithic power amplifier for Ka-band ground terminals,GaAs,,30.0,33.0,27,PAE,31,,16,,,,,,,,GaAs
410,2004,11,Varonen, Millimetre wave metamorphic HEMT amplifiers,GaAs,,30.0,16.0,,,12.5,,,,,,,,,,GaAs
411,2009,10,Li,A high-power Ka-band power amplifier design based on GaAs P-HEMT technology for VSAT ODU applications,GaAs,,30.0,,,PAE,29.5,31,11.2,,,,,,,,GaAs pHEMT
412,2012,12,Cho, An optimized 0.1 um T-gate AlGaAs/InGaAs/GaAs PHEMT power amplifier MMIC for Ka-band applications,GaAs,,30.0,,,PAE,29.5,31,10,,,,,,,,AlGaAs/InGaAs/GaAs pHEMT
413,2015,5,Fujii, Low cost Ka-band 7W GaAs PHEMT based HPA with GaN PHEMT equivalent performance,GaAs,,30.0,38.0,27,PAE,37,,24,,,,,,,,GaAs pHEMT
414,2016,10,Ngyugen,A High Efficiency High Power Density Harmonic-tuned Ka Band  Stacked-FET GaAs Power Amplifier,GaAs,,30.0,28.5,38.4,PAE,,,12,,,,,,,,GaAs
415,2018,11,Huang,A 29.6 dBm 29-GHz Power Amplifier for Satellite and 5G Communications Using 0.15-μm GaAs p-HEMT Technology,GaAs,,30.0,28.9,30.8,PAE,28.2,,18.3,,,,,,,,0.15um pHEMT
416,2018,11,Huang,A 29.6 dBm 29-GHz Power Amplifier for Satellite and 5G Communications Using 0.15-μm GaAs p-HEMT Technology,GaAs,,30.0,29.6,29.8,PAE,29.1,,16.1,,,,,,,,0.15um pHEMT
417,2003,6,Wu,An 18-71 GHz Multi-band and High Gain GaAs MMIC Medium Power Amplifier for Millimeter-wave Applications,GaAs,,30.0,15.5,,,,,16,,,,,,,,GaAs
418,2001,10,Lee, 17-36 GHz broadband PHEMT MMIC power amplifier for point-to-multipoint applications,GaAs,,30.5,,,,23,,11,,,,,,,,GaAs
419,2000,12,Lien, Ka-band monolithic GaAs PHEMT circuits for transceiver applications,GaAs,,31.0,,,,,,15,,,,,,,,GaAs
420,2002,10,Bessemoulin,1-Watt Broad Ka-Band Ultra Small High Power Amplifier MMICs Using 0.25um GaAs PHEMTs,GaAs,,31.0,30.1,17,PAE,29.5,,18,,,,,,,,GaAs
421,2018,9,Ayad,Mixed technologies Packaged High Power Frond-End for Broadband 28GHz 5G solutions,GaAs,,31.0,32.5,22,PAE,,,32,,,,,,,,
422,2018,6,Lv,A Compact and Broadband Ka-band Asymmetrical GaAs Doherty Power Amplifier MMIC for 5G Communications,GaAs,,31.1,26.3,35,PAE,,,14,,,,,,,,0.15um GaAs E-mode pHEMT
423,2018,3,Bondarev, A line of 4–40 GHz GaAs low noise medium power amplifiers for SDH relay stations,GaAs,,32.0,,,,10,,30,,,,,,,,0.15um GaAs pHEMT
424,2020,4,Dang,An Ultra-Wideband Power Combining in Ridge Waveguide for Millimeter Wave,GaAs,18-40,32.0,36.0,12,PAE,,,20,,,,,,,,
425,2020,7,Martin,An 18-38-GHz K-Ka-Band Reconfigurable Chireix Outphasing GaAs MMIC Power Amplifier,GaAs,28/32/36,32.0,23.0,30,PAE,22,,15.5,LTE,,200,14.3,15.3,200MHz,,100nm GaAs
426,2000,11,Martin, A Ka band extended resonance power amplifier,GaAs,,32.8,,,PAE,23.3,12.8,4.6,,,,,,,,GaAs
427,2000,6,Martin, A 33 GHz power amplifier based on an extended resonance technique,GaAs,,32.8,,12.8,PAE,23.3,12.8,4.6,,,,,,,,GaAs
428,2009,5,Haque, Solid state power amplifier and travelling wave tube amplifier additive phase noise characterization at Ka-band operation,GaAs,,33.0,47.0,11,PAE,,,10.96,,,,,,,,GaAs
429,2011,12,Wang,A Ka-band MMIC Doherty Power Amplifier using GaAs pHEMT technology,GaAs,,33.0,26.0,40,PAE,,,5.5,,,,,,,,GaAs
430,2013,10,Yoshida, Ka-band 2-stacked chip-scale-package using GaAs PA MMIC with hot-via interconnections for spacecraft applications,GaAs,,33.0,,,,14.6,,15.7,,,,,,,,0.15um GaAs HEMT
431,2018,5,Lin, Interconnect reliability analysis for a 26–40 GHz 1-watt stacked GaAs pHEMT power amplifier design,GaAs,,33.0,30.0,37.4,PAE,,,13.1,,,,,,,,0.1um GaAs pHEMT
432,1988,11,Saunier,A high Efficiency KA-band Monolithic GaAs FET Amplifier,GaAs,,34.0,20.5,21.6,PAE,,,16,,,,,,,,GaAs
433,1998,11,Komiak,3 WATT Ka-BAND MMIC HPA AND DRIVER AMPLIFIEIR IMPLEMENTED IN A FULLY SELECTIVE 0.15UM POWER PHEMT PROCESS,GaAs,,34.0,35.5,32,PAE,34,,13,,,,,,,,GaAs
434,1998,5,Camilleri,Ka-band monolithic GaAs FET power amplifier modules,GaAs,,34.0,30.0,21,PAE,,,30,,,,,,,,GaAs
435,2004,6,Chen,A Ka/Q-Band 2 Watt MMIC Power Amplifier Using Dual Recess 0.15 um PHEMT Process,GaAs,,34.0,32.0,25,PAE,31,,18,,,,,,,,GaAs
436,2008,11,Li,A design of Ka-band GaAs PHEMT power amplifier MMIC,GaAs,,34.0,27.0,22,PAE,,,15,,,,,,,,GaAs
437,1992,10,Mondal,MESFET MMIC Ka-band transmitter performance for high volume system applications,GaAs,,35.0,20.0,11.6,SE,,,,,,,,,,,GaAs
438,1997,10,Goldfarb," Quarter, half, and one watt wideband millimeter-wave MMIC amplifiers",GaAs,,35.0,30.0,,,,,6,,,,,,,,GaAs
439,2000,12,Bessemoulin,1-WATT KA-BAND COPLANAR HIGH P O m R MMIC AMPLIFIERS USING 0.15-UM GAAS PHEMTS,GaAs,,35.0,30.0,,,28.63,,11,,,,,,,,GaAs
440,2002,6,Merkle, Intercept point behavior of Ka-band GaAs high power amplifiers,GaAs,,35.0,27.0,,,,,,,,,,,,,GaAs
441,2008,6,Mahon," 35 dBm, 35 GHz power amplifier MMICs using 6-inch GaAs pHEMT commercial technology",GaAs,,35.0,35.5,25,PAE,,,22,,,,,,,,0.15um  GaAs pHEMT
442,2008,6,Abbasi," Q-, V-, and W-band power amplifiers utilizing coupled lines for impedance matching",GaAs,,35.0,16.0,,,,,20,,,,,,,,GaAs
443,2009,1,Nemati, Design of high efficiency Ka-band harmonically tuned power amplifiers,GaAs,,35.0,14.0,43,PAE,,,14,,,,,,,,GaAs mHEMT
444,2011,10,Campbell,High Efficiency Ka-band Power Amplifier MMIC Utilizing a High Voltage Dual Field Plate GaAs PHEMT Process,GaAs,,35.0,37.0,30,PAE,,,28,,,,,,,,0.15um  GaAs pHEMT
445,2012,9,Zhang,The research on mm-wave power amplifier MMIC,GaAs,,35.0,,23,PAE,36,,24,,,,,,,,GaAs pHEMT
446,2016,5,Yuan, Ka band 0.5W TR chip with a novel high power handling switch,GaAs,,35.0,27.0,,,,,12,,,,,,,,GaAs
447,1991,10,Wang,A monolithic Ka-Band Transmitter using 0.25um GaAs MESFET Technology,GaAs,,35.8,21.5,,,,,,,,,,,,,GaAs
448,2001,9,Kosov, Ka-band power amplifier with series connected GaAs IMPATT diodes,GaAs,,36.0,29.0,15,PAE,,,,,,,,,,,GaAs
449,1993,10,Biedenbender,A Power   HEMT Production   Process For High-Efficiency Ka-Band MMIC Power Amplifiers,GaAs,,37.0,31.13,24,PAE,,,9,,,,,,,,GaAs
450,1993,10,Biedenbender,A Power   HEMT Production   Process For High-Efficiency Ka-Band MMIC Power Amplifiers,GaAs,,37.0,23.8,40,PAE,,,7.8,,,,,,,,GaAs
451,2022,2,Wang,A 37-GHz Asymmetric Doherty Power Amplifier With 28-dBm Psat and 32% Back-Off PAE in 0.1-μm GaAs Process,GaAs,35-40,37.0,28.0,33.2,PAE,26,14,15.6,,-26.4,400,16.1,,64-QAM,,0.1 um GaAs pHEMT
452,2003,6,Udomoto, A 38/77 GHz MMIC transmitter chip set for automotive applications,GaAs,,38.0,,,,16,,17,,,,,,,,GaAs
453,2006,6,Chen, A 1/2 Watt High Linearity and Wide Bandwidth PHEMT Driver Amplifier MMIC for Millimeter-Wave Applications,GaAs,,38.0,28.0,,,27,,18,,,,,,,,0.15um  GaAs pHEMT
454,2006,12,Lee,Ka-band flip-chip assembled power amplifier,GaAs,,38.0,15.0,,,,,15,,,,,,,,0.15um  GaAs pHEMT
455,2007,10,Bessemoulin,GaAs PHEMT Power Amplifier MMIC with Integrated ESD Protection for Full SMD 38-GHz Radio Chipset,GaAs,,38.0,26.0,,,24,,25,,,,,,,,0.15um GaAs pHEMT
456,2012,10,Bessemoulin, 38 GHz driver and power amplifier MMICs in surface mount packages,GaAs,,38.0,30.0,,,28,,25,,,,,,,,0.15um GaAs pHEMT
457,2017,5,Alsuraisry,A 38GHz 27dBm power amplifier in enhancement mode GaAs PHEMT technology,GaAs,,38.0,28.1,28,PAE,27.1,,24.7,,,,,,,,0.15um E-mode GaAs pHEMT
458,2017,9,Tsai,A 37-40 GHz Power Amplifier for 5G Phased Array Applications using 0.1-μm GaAs pHEMT Process,GaAs,,38.0,25.6,28,PAE,24.6,,13.5,,,,,,,,0.1um GaAs pHEMT
459,2021,8,Tsai,A 1-Watt 38 GHz Power Amplifier Using 0.1-μm GaAs p-HEMT Technology,GaAs,37-40,38.0,30.23,23.4,PAE,29.4,20.8,18.4,,-25,,,,64-QAM OFDM (250MHz channel BW),,0.1 um GaAs pHEMT
460,2016,8,Hosseinzadeh,Wideband 5 W Ka-Band GaAs Power Amplifier,GaAs,,39.0,37.0,26,PAE,,,20,,,,,,,,0.1um GaAs pHEMT
461,2021,8,Huang,A 28/39 GHz Dual-Band Power Amplifier Using Optimal Matching Contour in GaAs pHEMT,GaAs,28-39,39.0,22.7,32.6,PAE,22.6,32,12,,,,,,,,0.15 um GaAs pHEMT
462,2021,11,Xie,A High-Efficiency 28 GHz/39 GHz Dual-Band Power Amplifier MMIC for 5G Communication,GaAs,28-39,39.0,23.7,53,PAE,22.5,46.7,20.3,,-30.81,1000,13.03,,64-QAM,,0.09 um GaAs pHEMT
463,2016,4,Li,A Millimeter Wave Broadband GaAs Power Amplifier with Balanced Bias Feedings for Stability Enhancement,GaAs,,39.4,20.3,22.4,PAE,18,,13.8,,,,,,,,GaAs
464,1999,10,Dourlens,A highly integrated MMIC chipset for a 40 GHz MVDS transceiver subscriber terminal,GaAs,,40.0,17.0,,,17,,17,,,,,,,,GaAs
465,2002,9,Bessemoulin,A Miniaturized 0.5-Watt Q-band 0.25-gm GaAs PHEMT High Power Amplifier MMIC,GaAs,,40.0,27.0,,,26,,18,,,,,,,,GaAs
466,2005,10,Bessemoulin,Compact and Broadband Microstrip Power Amplifier MMIC with 400-mW Output Power using 0.15-μm GaAs PHEMTs,GaAs,,40.0,27.0,,,26,,24,,,,,,,,GaAs
467,2010,5,Otsuka, A Q-band 6W MMIC power amplifier with 3-way power combination circuit,GaAs,,40.0,37.9,18,PAE,,,10,,,,,,,,GaAs
468,2018,11,Lin,A Ka-Band Power Amplifier with Phase Compensation Technique Applied to 5G Phased Array,GaAs,,40.0,20.0,22.5,PAE,17.5,17,15.7,,-25,,13.7,7.4,64QAM OFDM,,0.1um pHEMT
469,2007,5,Tsai, A 38–46 GHz MMIC Doherty Power Amplifier Using Post-Distortion Linearization,GaAs,,42.0,21.8,25,DE,,,7,,,,,,,,0.15um  GaAs pHEMT
470,2007,5,Tsai, A 38–46 GHz MMIC Doherty Power Amplifier Using Post-Distortion Linearization,GaAs,,42.0,21.8,22,DE,,,10,,,,,,,,0.15um  GaAs pHEMT
471,2007,5,Tsai, A 38–46 GHz MMIC Doherty Power Amplifier Using Post-Distortion Linearization,GaAs,,42.0,21.8,24,DE,,,6,,,,,,,,0.15um  GaAs pHEMT
472,2006,6,Colomb,A 3-Watt Q-Band GaAs pHEMT Power Amplifier MMIC For High Temperature Operation,GaAs,,43.0,36.0,21,PAE,,,23,,,,,,,,GaAs pHEMT
473,1993,10,Deakin,POWER HBT FOR 44GHz OPERATION,GaAs,,44.0,24.0,30,PAE,,,5,,,,,,,,GaAs
474,1993,10,Hughes,MMIC 20 GHz low-noise and 44 GHz power amplifiers for phased array communication antennas designed for manufacturability,GaAs,,44.0,16.7,17,PAE,,,32.7,,,,,,,,GaAs
475,1996,6,Hwang," Fully-matched, high-efficiency Q-band 1 watt MMIC solid state power amplifier",GaAs,,44.0,30.0,30,PAE,,,9.2,,,,,,,,GaAs
476,2004,10,Wang, A high power Q-band MMIC power amplifier based on dual-recess 0.15um pHEMT,GaAs,,44.0,34.0,14,PAE,,,15,,,,,,,,GaAs
477,2005,6,Tsai,A 44-GHz high-linearity MMIC medium power amplifier with a low-loss built-in linearizer,GaAs,,44.0,14.0,,,,,9.5,,,,,,,,GaAs
478,2006,9,Dadello, 44-GHz High Power and Driver Microstrip Amplifier MMICs using 6-inch 0.15-μm PHEMTs,GaAs,,44.0,33.52,,,,,18,,,,,,,,0.15um  GaAs pHEMT
479,2006,9,Dadello, 44-GHz High Power and Driver Microstrip Amplifier MMICs using 6-inch 0.15-μm PHEMTs,GaAs,,44.0,30.96,16,PAE,,,18,,,,,,,,0.15um  GaAs pHEMT
